activity_instance_id,member_id
1517,1542
1285,3856
15,2412
433,4419
92,2317
1834,3148
122,2687
72,3217
1883,530
2602,1831
1923,4216
3257,3293
3618,2147
3328,786
1653,2263
3451,2982
1212,1775
1029,1587
3519,1117
560,4661
901,908
3293,4679
2370,2821
907,1278
370,245
2331,2754
1510,4990
1225,2878
3866,1098
3213,4067
1070,527
3674,1800
3110,4237
200,719
2026,4138
3936,2213
2264,1519
180,3546
231,4225
247,3704
64,2242
1360,820
3496,1140
2089,1055
236,1508
1899,3714
1095,1139
2525,3473
817,2772
1248,2709
480,85
3536,1899
1988,4779
1831,1896
3238,3279
2168,4391
135,4247
2104,2396
3763,3010
2135,143
1022,482
3082,3254
1720,362
270,1622
3103,3924
2713,4684
2848,4218
1530,1560
2164,461
497,2456
2695,3347
718,3416
1903,319
214,3404
3687,644
2814,1326
3851,4510
3644,1097
587,2372
1484,3497
2183,1148
694,4750
3150,4444
2758,4061
53,206
3746,2053
3247,1679
1121,4288
2468,1538
3071,2329
2634,87
2063,4595
690,1670
1122,2654
1288,4069
3182,4938
2259,4204
2650,151
3869,3081
2740,1443
1367,935
551,470
3572,2853
3105,2823
1605,71
3709,240
1999,4770
2045,2419
2867,4479
612,2537
646,4899
913,4182
2111,1755
1678,3388
1594,1008
3634,1672
3196,4102
2141,2441
1314,3073
3722,4276
2150,4602
805,2185
498,4653
709,1113
1980,25
3783,589
1125,723
3775,3625
1792,3621
10,47
2295,2066
416,1468
1178,250
3117,4189
147,159
3555,2160
936,4445
44,3007
735,3042
1159,591
3662,3178
1234,3653
802,3748
1396,4650
2076,4591
2998,33
1402,3997
909,1974
1685,2632
490,1061
3217,1372
1537,1490
2836,4882
59,2636
2376,1999
3178,4730
708,1908
807,2790
399,4118
624,4438
3685,2325
774,3157
1749,4383
1565,3741
2892,1450
845,1702
411,2291
2521,1414
1709,3213
3947,672
1100,1692
2193,3555
2709,1633
1674,816
3059,204
2458,1565
843,690
3931,363
1233,3322
3174,3451
1040,1536
1276,779
3179,2805
742,2968
3828,4215
3529,4315
2985,3526
2039,4792
2717,3190
1387,1096
3228,782
2886,1189
1798,4596
502,3617
2920,4598
1339,1735
1044,3801
2315,3378
1108,113
1920,1753
3404,1459
2680,598
1133,3385
2293,1552
2139,2272
3002,3990
1546,3824
11,203
2109,3184
691,4974
3604,235
2477,3534
3152,354
721,1441
673,2087
1459,3471
1730,4133
2762,2470
2730,679
1847,4793
2392,740
1145,3675
1752,549
3823,1319
1323,4449
1045,2605
1306,4848
181,3944
1105,2304
3702,3586
3329,2106
3776,4975
1196,1157
1452,4354
1865,1990
3007,2974
1054,2499
3812,209
1582,2763
1604,580
3392,4085
3394,4275
238,3463
2126,4926
3468,4978
320,2595
3164,281
2492,3763
2914,295
3299,1404
1689,3442
3972,2887
2005,2411
2365,4824
3829,4759
1610,4998
2585,2376
394,3768
2870,3395
3916,4387
1660,612
589,2323
1416,3196
3625,2902
2461,3158
310,4528
2380,4078
3659,60
2086,1919
2734,3447
1229,3983
57,4617
631,183
444,2496
2537,3669
3399,1071
561,3072
652,3292
3136,4144
2935,4766
3013,4390
3147,4092
3507,3810
1682,2920
2733,2498
2219,4327
1642,1262
1729,584
509,4428
1640,4817
3233,2348
363,4545
66,559
456,3870
1171,1083
2873,2999
3971,241
1857,3611
1743,2091
1204,1165
3605,574
3553,1072
2091,2681
3416,1956
3062,1357
295,3936
1666,4404
1134,249
472,2286
473,783
2626,3561
3846,4065
19,1243
3539,4330
3440,1448
379,3551
614,4534
2036,3583
3512,4943
1718,1224
896,3627
847,230
414,251
3129,1859
1140,3864
3207,2593
963,677
2655,3910
401,701
2196,2381
2290,4135
3546,3290
3827,4128
955,4488
176,1674
1079,4273
3472,171
487,3226
2415,534
3460,4179
2710,2253
1479,2598
50,239
1315,2834
505,4038
3114,2504
916,959
3119,106
3954,2871
1911,2544
3582,3275
2633,3815
1548,2491
3982,4055
2849,454
850,1367
3016,1465
3344,2731
2195,3233
1503,3866
3024,1747
3550,2433
3462,2628
503,2193
1449,2170
3006,1935
1013,3349
3227,1890
1434,3761
2340,3867
2405,2545
2643,2535
1445,2862
1924,3049
95,3905
3276,2033
266,4169
2052,2264
2137,4674
2161,3731
3126,3273
2094,3549
3760,4089
2176,2750
406,4176
492,2093
3269,4151
883,1290
422,1951
3579,3650
1584,2520
2478,4669
3538,1183
304,2824
3205,554
2604,2765
549,4651
2368,1869
2977,611
2658,1685
117,1595
3757,2085
500,3519
2470,89
294,4154
383,2961
3343,1912
464,4604
1549,1420
1207,154
2247,1812
3369,2137
2876,478
3354,2186
1355,2326
3411,3588
2741,3876
3631,876
1966,3116
3952,3579
3033,3348
222,921
1215,1121
581,4944
184,3729
627,1893
112,3574
235,1723
3252,2704
130,4229
1638,4890
741,3085
790,898
2690,724
3966,1455
3852,1032
1611,578
2936,1578
3893,1056
672,766
1168,2519
1694,526
2487,1105
603,2825
1009,3250
3308,3515
3188,4588
511,3576
1996,4701
3526,1676
2320,832
1165,3612
2407,2112
1376,1773
3087,2979
3167,634
1545,3291
3373,4375
3191,2573
3063,3530
1349,966
3096,4221
3914,1611
1259,613
99,974
3696,2384
785,3405
318,2443
2677,10
3154,2600
3358,2277
1668,4296
802,3722
1025,4423
2699,861
2405,4072
747,2238
311,1435
3505,22
3684,1758
609,1471
2672,2728
821,3833
1271,423
3696,4242
2050,3610
1344,2530
2765,3168
291,884
1205,230
1170,3450
2220,2064
3427,325
173,2030
1579,4389
3793,4415
2216,4711
1008,3111
2628,1999
750,1615
294,4151
395,4890
1796,1863
1735,1060
2309,2801
3500,4273
2982,3438
3704,261
903,1041
502,2809
2089,1526
308,1458
211,781
2465,3619
942,1556
3070,1602
468,2704
1524,361
2260,3157
706,3603
946,2533
3612,4863
2373,726
2562,4659
353,1704
2792,4169
2386,1460
170,3248
3513,202
244,4079
3169,3683
73,4624
2356,2074
3063,2054
2713,2734
2979,3481
373,3327
932,618
2530,4435
3326,2969
3040,1157
3781,90
393,1422
1929,1497
2203,1963
732,402
194,2541
3115,926
3496,4067
3688,2008
3328,2495
2157,2020
385,820
692,3040
448,2479
83,2077
1331,1705
3058,1539
2254,4076
3045,3485
1042,4708
3436,4722
1811,735
1762,31
2582,3210
1128,652
1996,1883
2122,2790
3878,578
2580,4196
3376,4617
3522,1687
2427,611
2307,4745
1029,4654
400,1171
567,3005
3537,3657
1390,2900
3468,1475
3233,4577
2861,910
3320,3201
2028,1148
2251,4053
2581,1722
3130,4303
978,3625
2917,1816
1345,4940
679,256
3670,3870
1520,2183
1947,2721
837,580
2644,2265
305,2171
1658,1327
2741,1955
289,2516
3794,2989
1754,3452
2196,151
1256,3215
1212,3175
873,4505
1332,1436
1818,3150
2126,2837
2078,1828
3524,4429
1620,3493
409,3774
2906,2521
1395,418
435,3414
6,3537
2253,3881
1323,1343
3325,1336
3872,775
2715,2606
3338,4998
1116,3259
1174,3495
3557,677
56,3966
2298,1942
2177,2387
1744,413
3380,4852
1038,2960
1340,592
3700,319
2537,719
3231,3781
231,1943
3947,3943
2587,4190
1236,2715
1361,3805
3757,1984
3544,4317
1263,4198
295,4269
1513,2686
3201,474
1011,376
530,849
2141,4462
493,4907
3400,249
661,2756
1453,931
558,4327
2163,1540
334,2971
135,163
1867,3992
535,282
2835,2184
834,1319
261,511
655,1250
685,1042
3914,2489
1546,656
2059,778
752,3862
1880,2791
2473,2285
3492,1754
1572,1808
2490,1486
2132,356
1706,1739
3396,3937
621,1437
3671,3613
297,964
1233,1649
2034,3896
653,3814
2614,57
1670,4904
1995,1499
431,3106
906,3703
3129,3895
2448,1374
2804,521
1451,2797
2862,414
3147,4888
1742,3583
3225,854
1866,1775
2371,3605
1086,880
1242,1547
1260,462
576,4135
1443,4226
2683,2465
865,1496
3708,846
241,4034
2815,2999
79,3645
438,534
2496,1630
2705,1005
1255,3880
3171,4570
1357,1595
514,3508
2348,3355
2319,1376
3443,1217
2468,1851
638,3190
1352,1879
943,2885
3953,1213
3945,793
1110,1700
1900,4140
899,798
3277,4744
2024,1557
242,1210
2393,2893
93,980
1875,1633
2394,4716
165,1662
742,1038
1049,4346
3280,1525
2175,525
3256,637
807,4786
1526,292
1215,4885
639,1513
2188,41
216,4913
969,2616
1914,3395
201,3468
2611,2136
2984,3847
2398,2205
1619,3386
3253,1328
1753,4877
3582,2264
3155,3243
1734,739
2192,4707
3206,634
1637,3421
2803,2398
764,1360
2491,1204
1087,2779
2268,4807
131,3087
561,2570
486,1417
3991,1724
408,3371
2185,794
119,1112
2503,4298
1908,4554
1026,4926
